Season,Land Type,Soil Type,Water Source,Land Size,Previous Crop,Suggested Crop
Summer,Coastal,Loam,Rainfed,42.3,Wheat,Maize
Winter,Hilly,Loam,Groundwater,47.2,Rice,Wheat
Summer,Hilly,Sandy,Rainfed,36.2,Cotton,Cotton
Winter,Plain,Silt,Irrigated,48.1,Corn,Pea
Monsoon,Plain,Silt,Irrigated,43.2,Rice,Groundnut
Winter,Hilly,Silt,Rainfed,20.2,Corn,Pea
Monsoon,Hilly,Silt,Irrigated,10.5,Soybean,Groundnut
Summer,Plain,Sandy,Rainfed,38.5,Sugarcane,Cotton
Monsoon,Plain,Loam,Rainfed,25.3,Cotton,Rice
Monsoon,Plain,Silt,Groundwater,9.6,Cotton,Groundnut
Summer,Plain,Loam,Irrigated,2.6,Corn,Maize
Winter,Plain,Sandy,Groundwater,18.5,Cotton,Barley
Summer,Coastal,Silt,Groundwater,46.2,Wheat,Sugarcane
Monsoon,Coastal,Silt,Rainfed,37.8,Rice,Groundnut
Monsoon,Coastal,Sandy,Rainfed,29.2,Corn,Soybean
Monsoon,Hilly,Clay,Rainfed,35.7,Wheat,Paddy
Monsoon,Hilly,Clay,Rainfed,17.3,Cotton,Paddy
Monsoon,Coastal,Sandy,Irrigated,39.8,Sugarcane,Soybean
Summer,Hilly,Sandy,Rainfed,21.3,Sugarcane,Cotton
Winter,Hilly,Loam,Groundwater,25.4,Corn,Wheat
Summer,Hilly,Loam,Irrigated,13.3,Wheat,Maize
Winter,Coastal,Loam,Rainfed,17.6,Rice,Wheat
Winter,Plain,Silt,Groundwater,43.4,Corn,Pea
Winter,Plain,Loam,Irrigated,7.4,Corn,Wheat
Summer,Coastal,Silt,Rainfed,43.3,Sugarcane,Sugarcane
Summer,Coastal,Clay,Irrigated,16.5,Wheat,Rice
Monsoon,Hilly,Sandy,Rainfed,35.7,Wheat,Soybean
Summer,Hilly,Clay,Irrigated,37.6,Cotton,Rice
Winter,Plain,Loam,Irrigated,29.7,Corn,Wheat
Monsoon,Plain,Clay,Groundwater,6.6,Cotton,Paddy
Summer,Coastal,Sandy,Groundwater,42.6,Soybean,Cotton
Summer,Coastal,Loam,Irrigated,25.5,Wheat,Maize
Summer,Hilly,Loam,Rainfed,35.3,Wheat,Maize
Monsoon,Hilly,Loam,Groundwater,20.5,Sugarcane,Rice
Monsoon,Hilly,Silt,Irrigated,36.0,Sugarcane,Groundnut
Summer,Coastal,Silt,Irrigated,3.1,Sugarcane,Sugarcane
Summer,Hilly,Sandy,Groundwater,4.4,Cotton,Cotton
Summer,Plain,Loam,Rainfed,4.3,Rice,Maize
Summer,Coastal,Sandy,Irrigated,11.3,Sugarcane,Cotton
Monsoon,Coastal,Loam,Groundwater,36.7,Sugarcane,Rice
Monsoon,Coastal,Loam,Groundwater,21.3,Wheat,Rice
Monsoon,Plain,Clay,Irrigated,43.7,Rice,Paddy
Summer,Plain,Clay,Groundwater,46.4,Sugarcane,Rice
Summer,Coastal,Silt,Groundwater,28.4,Sugarcane,Sugarcane
Summer,Coastal,Loam,Irrigated,4.1,Corn,Maize
Summer,Plain,Clay,Rainfed,12.3,Cotton,Rice
Summer,Coastal,Sandy,Groundwater,36.9,Cotton,Cotton
Winter,Plain,Silt,Rainfed,20.4,Cotton,Pea
Summer,Plain,Clay,Rainfed,45.3,Rice,Rice
Winter,Hilly,Sandy,Irrigated,19.9,Wheat,Barley
Monsoon,Coastal,Loam,Groundwater,23.1,Soybean,Rice
Summer,Plain,Silt,Rainfed,48.8,Cotton,Sugarcane
Summer,Plain,Clay,Irrigated,24.8,Corn,Rice
Monsoon,Hilly,Sandy,Rainfed,48.7,Rice,Soybean
Summer,Hilly,Loam,Rainfed,13.8,Corn,Maize
Monsoon,Plain,Sandy,Groundwater,49.5,Soybean,Soybean
Summer,Coastal,Sandy,Groundwater,40.1,Sugarcane,Cotton
Summer,Plain,Silt,Irrigated,8.6,Rice,Sugarcane
Summer,Coastal,Clay,Irrigated,12.0,Wheat,Rice
Summer,Coastal,Sandy,Rainfed,39.5,Corn,Cotton
Summer,Plain,Sandy,Rainfed,9.9,Corn,Cotton
Summer,Coastal,Loam,Irrigated,17.6,Corn,Maize
Monsoon,Coastal,Loam,Irrigated,9.9,Rice,Rice
Monsoon,Hilly,Loam,Groundwater,38.6,Rice,Rice
Summer,Coastal,Loam,Irrigated,37.9,Sugarcane,Maize
Winter,Plain,Loam,Irrigated,24.2,Sugarcane,Wheat
Summer,Hilly,Clay,Irrigated,20.9,Corn,Rice
Monsoon,Coastal,Silt,Rainfed,20.6,Wheat,Groundnut
Winter,Hilly,Silt,Rainfed,43.1,Sugarcane,Pea
Monsoon,Hilly,Sandy,Irrigated,24.6,Rice,Soybean
Monsoon,Hilly,Clay,Rainfed,30.8,Corn,Paddy
Summer,Hilly,Sandy,Rainfed,32.1,Wheat,Cotton
Summer,Plain,Silt,Rainfed,10.7,Cotton,Sugarcane
Winter,Coastal,Clay,Groundwater,5.6,Rice,Mustard
Summer,Coastal,Sandy,Rainfed,35.8,Sugarcane,Cotton
Summer,Coastal,Silt,Rainfed,16.2,Rice,Sugarcane
Summer,Coastal,Sandy,Rainfed,23.3,Corn,Cotton
Summer,Coastal,Loam,Irrigated,21.6,Rice,Maize
Monsoon,Plain,Clay,Irrigated,38.1,Soybean,Paddy
Winter,Plain,Clay,Groundwater,3.6,Corn,Mustard
Monsoon,Hilly,Clay,Groundwater,16.8,Sugarcane,Paddy
Monsoon,Coastal,Sandy,Irrigated,12.5,Wheat,Soybean
Winter,Coastal,Clay,Rainfed,39.3,Soybean,Mustard
Summer,Coastal,Sandy,Groundwater,31.8,Wheat,Cotton
Monsoon,Plain,Clay,Irrigated,41.6,Wheat,Paddy
Winter,Coastal,Sandy,Groundwater,34.1,Corn,Barley
Monsoon,Coastal,Sandy,Groundwater,38.9,Cotton,Soybean
Summer,Hilly,Silt,Rainfed,1.8,Sugarcane,Sugarcane
Monsoon,Coastal,Silt,Rainfed,2.1,Cotton,Groundnut
Monsoon,Plain,Clay,Rainfed,20.9,Corn,Paddy
Winter,Plain,Silt,Rainfed,2.3,Wheat,Pea
Summer,Plain,Clay,Rainfed,44.2,Wheat,Rice
Summer,Plain,Silt,Irrigated,19.3,Sugarcane,Sugarcane
Monsoon,Hilly,Silt,Groundwater,49.2,Corn,Groundnut
Summer,Coastal,Silt,Groundwater,22.7,Cotton,Sugarcane
Winter,Hilly,Clay,Irrigated,25.7,Wheat,Mustard
Winter,Plain,Clay,Rainfed,39.5,Corn,Mustard
Winter,Hilly,Clay,Rainfed,36.3,Sugarcane,Mustard
Monsoon,Plain,Clay,Groundwater,22.3,Rice,Paddy
Summer,Plain,Loam,Groundwater,10.1,Sugarcane,Maize
Summer,Hilly,Silt,Irrigated,25.8,Soybean,Sugarcane
Summer,Coastal,Silt,Rainfed,29.0,Soybean,Sugarcane
Summer,Plain,Sandy,Rainfed,8.6,Cotton,Cotton
Monsoon,Hilly,Clay,Rainfed,27.5,Sugarcane,Paddy
Monsoon,Plain,Sandy,Groundwater,39.2,Sugarcane,Soybean
Monsoon,Plain,Loam,Groundwater,37.9,Corn,Rice
Winter,Coastal,Clay,Rainfed,10.6,Sugarcane,Mustard
Summer,Coastal,Loam,Groundwater,46.4,Cotton,Maize
Winter,Hilly,Loam,Irrigated,45.5,Rice,Wheat
Summer,Hilly,Silt,Rainfed,36.7,Sugarcane,Sugarcane
Monsoon,Hilly,Loam,Irrigated,20.3,Sugarcane,Rice
Monsoon,Plain,Loam,Groundwater,11.8,Wheat,Rice
Summer,Hilly,Silt,Irrigated,48.2,Cotton,Sugarcane
Monsoon,Hilly,Sandy,Irrigated,48.6,Corn,Soybean
Winter,Hilly,Loam,Irrigated,16.1,Sugarcane,Wheat
Monsoon,Coastal,Loam,Groundwater,15.9,Sugarcane,Rice
Summer,Plain,Silt,Groundwater,10.6,Cotton,Sugarcane
Summer,Coastal,Sandy,Irrigated,25.1,Rice,Cotton
Winter,Hilly,Sandy,Groundwater,1.9,Sugarcane,Barley
Summer,Coastal,Silt,Rainfed,2.3,Sugarcane,Sugarcane
Summer,Coastal,Clay,Irrigated,2.1,Cotton,Rice
Monsoon,Hilly,Clay,Groundwater,47.3,Soybean,Paddy
Monsoon,Hilly,Clay,Groundwater,47.9,Wheat,Paddy
Summer,Hilly,Silt,Groundwater,27.7,Cotton,Sugarcane
Monsoon,Coastal,Loam,Irrigated,34.4,Sugarcane,Rice
Summer,Hilly,Sandy,Rainfed,34.9,Wheat,Cotton
Monsoon,Hilly,Silt,Groundwater,19.4,Soybean,Groundnut
Winter,Plain,Clay,Rainfed,12.9,Cotton,Mustard
Winter,Hilly,Silt,Irrigated,11.4,Wheat,Pea
Monsoon,Coastal,Clay,Groundwater,31.7,Cotton,Paddy
Winter,Hilly,Silt,Irrigated,42.9,Sugarcane,Pea
Winter,Coastal,Sandy,Irrigated,40.1,Soybean,Barley
Winter,Coastal,Loam,Rainfed,46.8,Wheat,Wheat
Summer,Hilly,Clay,Rainfed,2.0,Sugarcane,Rice
Monsoon,Coastal,Silt,Irrigated,3.4,Rice,Groundnut
Summer,Hilly,Loam,Groundwater,33.8,Wheat,Maize
Winter,Hilly,Loam,Groundwater,23.5,Rice,Wheat
Monsoon,Hilly,Sandy,Rainfed,21.2,Sugarcane,Soybean
Winter,Hilly,Clay,Irrigated,40.4,Rice,Mustard
Monsoon,Coastal,Clay,Rainfed,22.1,Corn,Paddy
Winter,Hilly,Loam,Rainfed,30.1,Soybean,Wheat
Winter,Hilly,Loam,Rainfed,11.4,Sugarcane,Wheat
Monsoon,Coastal,Clay,Groundwater,19.8,Soybean,Paddy
Monsoon,Coastal,Clay,Irrigated,11.6,Cotton,Paddy
Monsoon,Hilly,Loam,Rainfed,27.1,Soybean,Rice
Summer,Plain,Loam,Rainfed,14.8,Rice,Maize
Winter,Hilly,Sandy,Irrigated,42.7,Rice,Barley
Winter,Plain,Sandy,Rainfed,39.5,Sugarcane,Barley
Winter,Coastal,Sandy,Rainfed,9.0,Sugarcane,Barley
Summer,Coastal,Loam,Irrigated,6.9,Corn,Maize
Monsoon,Plain,Silt,Rainfed,2.1,Wheat,Groundnut
Winter,Coastal,Sandy,Irrigated,26.6,Soybean,Barley
Winter,Hilly,Loam,Irrigated,37.9,Sugarcane,Wheat
Summer,Coastal,Sandy,Rainfed,39.1,Cotton,Cotton
Winter,Hilly,Loam,Rainfed,16.5,Cotton,Wheat
Monsoon,Plain,Loam,Irrigated,31.5,Wheat,Rice
Monsoon,Hilly,Loam,Rainfed,3.4,Sugarcane,Rice
Monsoon,Plain,Clay,Irrigated,38.5,Cotton,Paddy
Monsoon,Coastal,Loam,Rainfed,7.6,Corn,Rice
Summer,Hilly,Silt,Irrigated,40.8,Soybean,Sugarcane
Summer,Plain,Silt,Rainfed,19.4,Sugarcane,Sugarcane
Monsoon,Coastal,Silt,Groundwater,36.5,Sugarcane,Groundnut
Monsoon,Coastal,Sandy,Rainfed,19.2,Cotton,Soybean
Winter,Hilly,Clay,Groundwater,34.3,Corn,Mustard
Monsoon,Plain,Loam,Rainfed,27.0,Cotton,Rice
Summer,Hilly,Silt,Irrigated,14.6,Rice,Sugarcane
Monsoon,Hilly,Clay,Groundwater,49.7,Soybean,Paddy
Winter,Coastal,Clay,Rainfed,32.4,Sugarcane,Mustard
Summer,Coastal,Silt,Rainfed,21.2,Corn,Sugarcane
Summer,Plain,Silt,Groundwater,18.8,Corn,Sugarcane
Summer,Plain,Clay,Groundwater,33.7,Cotton,Rice
Monsoon,Coastal,Clay,Rainfed,6.8,Wheat,Paddy
Monsoon,Coastal,Silt,Irrigated,28.3,Corn,Groundnut
Summer,Plain,Sandy,Rainfed,14.1,Corn,Cotton
Summer,Coastal,Sandy,Irrigated,15.8,Sugarcane,Cotton
Winter,Plain,Silt,Rainfed,12.2,Corn,Pea
Winter,Coastal,Silt,Groundwater,8.7,Rice,Pea
Summer,Coastal,Loam,Irrigated,34.4,Cotton,Maize
Winter,Hilly,Loam,Rainfed,19.9,Cotton,Wheat
Summer,Coastal,Clay,Irrigated,40.7,Soybean,Rice
Winter,Hilly,Clay,Irrigated,10.9,Sugarcane,Mustard
Winter,Plain,Clay,Groundwater,6.9,Soybean,Mustard
Summer,Coastal,Loam,Groundwater,31.9,Cotton,Maize
Monsoon,Hilly,Sandy,Rainfed,20.1,Wheat,Soybean
Monsoon,Plain,Loam,Irrigated,4.7,Sugarcane,Rice
Monsoon,Hilly,Silt,Irrigated,9.8,Rice,Groundnut
Summer,Hilly,Clay,Rainfed,4.1,Sugarcane,Rice
Summer,Plain,Silt,Groundwater,10.3,Rice,Sugarcane
Summer,Coastal,Loam,Rainfed,8.5,Soybean,Maize
Summer,Hilly,Clay,Groundwater,8.7,Rice,Rice
Monsoon,Hilly,Sandy,Rainfed,48.9,Wheat,Soybean
Summer,Plain,Clay,Groundwater,1.3,Cotton,Rice
Monsoon,Plain,Sandy,Rainfed,6.5,Soybean,Soybean
Winter,Hilly,Silt,Irrigated,41.7,Sugarcane,Pea
Monsoon,Coastal,Clay,Irrigated,43.1,Wheat,Paddy
Winter,Hilly,Clay,Rainfed,34.2,Soybean,Mustard
Monsoon,Coastal,Silt,Groundwater,32.0,Soybean,Groundnut
Winter,Coastal,Sandy,Rainfed,6.7,Wheat,Barley
Monsoon,Coastal,Sandy,Groundwater,1.4,Sugarcane,Soybean
Summer,Hilly,Clay,Groundwater,14.5,Wheat,Rice
Monsoon,Plain,Silt,Irrigated,15.9,Rice,Groundnut
Monsoon,Plain,Loam,Irrigated,1.8,Rice,Rice
Winter,Plain,Loam,Rainfed,15.3,Wheat,Wheat
Summer,Hilly,Sandy,Rainfed,3.6,Cotton,Cotton
Monsoon,Hilly,Clay,Groundwater,12.6,Cotton,Paddy
Summer,Coastal,Loam,Groundwater,25.0,Sugarcane,Maize
Winter,Hilly,Silt,Irrigated,33.0,Cotton,Pea
Winter,Hilly,Clay,Irrigated,12.2,Corn,Mustard
Summer,Plain,Loam,Irrigated,19.6,Cotton,Maize
Summer,Plain,Sandy,Rainfed,40.3,Wheat,Cotton
Summer,Hilly,Clay,Groundwater,45.5,Soybean,Rice
Monsoon,Plain,Sandy,Rainfed,22.3,Cotton,Soybean
Winter,Hilly,Clay,Groundwater,48.0,Cotton,Mustard
Summer,Coastal,Sandy,Irrigated,6.7,Corn,Cotton
Monsoon,Plain,Loam,Groundwater,25.9,Wheat,Rice
Summer,Hilly,Sandy,Rainfed,31.6,Corn,Cotton
Winter,Hilly,Clay,Groundwater,12.7,Corn,Mustard
Summer,Hilly,Clay,Irrigated,32.8,Corn,Rice
Winter,Coastal,Clay,Irrigated,16.6,Rice,Mustard
Winter,Plain,Clay,Rainfed,24.7,Cotton,Mustard
Summer,Coastal,Silt,Irrigated,10.1,Corn,Sugarcane
Monsoon,Coastal,Sandy,Irrigated,14.7,Soybean,Soybean
Winter,Coastal,Clay,Irrigated,48.1,Soybean,Mustard
Monsoon,Plain,Silt,Rainfed,24.6,Cotton,Groundnut
Summer,Hilly,Sandy,Rainfed,24.5,Wheat,Cotton
Winter,Plain,Loam,Irrigated,45.9,Soybean,Wheat
Monsoon,Hilly,Silt,Irrigated,8.5,Corn,Groundnut
Summer,Hilly,Loam,Groundwater,2.0,Corn,Maize
Monsoon,Plain,Loam,Irrigated,49.8,Cotton,Rice
Winter,Hilly,Clay,Irrigated,34.3,Sugarcane,Mustard
Monsoon,Coastal,Sandy,Rainfed,32.4,Soybean,Soybean
Winter,Hilly,Silt,Groundwater,12.9,Soybean,Pea
Monsoon,Hilly,Silt,Irrigated,9.4,Corn,Groundnut
Winter,Coastal,Loam,Groundwater,24.5,Wheat,Wheat
Monsoon,Coastal,Sandy,Rainfed,30.6,Cotton,Soybean
Summer,Coastal,Silt,Groundwater,34.8,Cotton,Sugarcane
Winter,Plain,Sandy,Irrigated,46.9,Corn,Barley
Summer,Plain,Clay,Groundwater,46.7,Wheat,Rice
Winter,Hilly,Sandy,Irrigated,6.5,Soybean,Barley
Summer,Plain,Silt,Rainfed,20.7,Cotton,Sugarcane
Summer,Coastal,Loam,Irrigated,1.6,Corn,Maize
Monsoon,Plain,Clay,Rainfed,32.5,Soybean,Paddy
Winter,Coastal,Clay,Irrigated,40.2,Sugarcane,Mustard
Summer,Coastal,Clay,Groundwater,11.6,Sugarcane,Rice
Summer,Coastal,Clay,Irrigated,30.3,Wheat,Rice
Monsoon,Coastal,Sandy,Groundwater,17.9,Cotton,Soybean
Winter,Plain,Clay,Rainfed,29.6,Cotton,Mustard
Winter,Plain,Silt,Rainfed,22.1,Rice,Pea
Summer,Coastal,Sandy,Rainfed,27.5,Wheat,Cotton
Summer,Hilly,Silt,Groundwater,20.2,Rice,Sugarcane
Summer,Plain,Clay,Irrigated,47.8,Soybean,Rice
Summer,Plain,Silt,Irrigated,27.4,Sugarcane,Sugarcane
Summer,Plain,Loam,Groundwater,42.5,Cotton,Maize
Monsoon,Hilly,Silt,Irrigated,32.5,Rice,Groundnut
Monsoon,Plain,Clay,Rainfed,3.9,Cotton,Paddy
Monsoon,Hilly,Clay,Rainfed,15.7,Corn,Paddy
Monsoon,Hilly,Clay,Irrigated,29.3,Rice,Paddy
Monsoon,Coastal,Sandy,Irrigated,31.9,Sugarcane,Soybean
Monsoon,Hilly,Loam,Groundwater,33.8,Wheat,Rice
Monsoon,Plain,Clay,Groundwater,5.9,Cotton,Paddy
Winter,Plain,Silt,Irrigated,24.0,Sugarcane,Pea
Summer,Plain,Sandy,Groundwater,30.6,Cotton,Cotton
Summer,Coastal,Clay,Groundwater,2.4,Cotton,Rice
Monsoon,Hilly,Loam,Irrigated,18.7,Rice,Rice
Summer,Hilly,Loam,Irrigated,1.1,Wheat,Maize
Monsoon,Coastal,Sandy,Rainfed,1.1,Cotton,Soybean
Monsoon,Plain,Sandy,Irrigated,27.8,Soybean,Soybean
Summer,Coastal,Silt,Rainfed,26.8,Rice,Sugarcane
Summer,Coastal,Sandy,Groundwater,33.1,Cotton,Cotton
Summer,Coastal,Sandy,Irrigated,34.5,Rice,Cotton
Summer,Hilly,Sandy,Irrigated,46.8,Rice,Cotton
Summer,Plain,Clay,Rainfed,21.2,Soybean,Rice
Winter,Plain,Clay,Groundwater,39.3,Corn,Mustard
Summer,Hilly,Loam,Rainfed,32.8,Wheat,Maize
Monsoon,Hilly,Loam,Irrigated,7.5,Corn,Rice
Monsoon,Coastal,Sandy,Rainfed,28.3,Soybean,Soybean
Summer,Hilly,Silt,Rainfed,6.6,Sugarcane,Sugarcane
Summer,Hilly,Sandy,Irrigated,6.7,Rice,Cotton
Summer,Hilly,Clay,Irrigated,42.8,Cotton,Rice
Summer,Coastal,Silt,Rainfed,15.4,Corn,Sugarcane
Monsoon,Coastal,Loam,Rainfed,26.0,Wheat,Rice
Summer,Plain,Silt,Irrigated,24.5,Corn,Sugarcane
Monsoon,Plain,Silt,Groundwater,38.9,Cotton,Groundnut
Monsoon,Plain,Silt,Rainfed,46.5,Sugarcane,Groundnut
Summer,Hilly,Loam,Irrigated,40.2,Cotton,Maize
Winter,Plain,Loam,Groundwater,27.3,Wheat,Wheat
Winter,Plain,Clay,Rainfed,9.1,Soybean,Mustard
Monsoon,Hilly,Sandy,Irrigated,23.9,Sugarcane,Soybean
Monsoon,Hilly,Sandy,Groundwater,40.4,Corn,Soybean
Summer,Hilly,Clay,Groundwater,31.0,Corn,Rice
Summer,Hilly,Sandy,Groundwater,17.1,Corn,Cotton
Monsoon,Hilly,Clay,Rainfed,47.2,Rice,Paddy
Winter,Coastal,Loam,Groundwater,49.0,Corn,Wheat
Winter,Plain,Clay,Groundwater,47.3,Soybean,Mustard
Monsoon,Plain,Clay,Irrigated,15.8,Cotton,Paddy
Winter,Plain,Silt,Rainfed,16.4,Cotton,Pea
Winter,Coastal,Loam,Irrigated,20.3,Rice,Wheat
Monsoon,Coastal,Clay,Rainfed,25.8,Rice,Paddy
Summer,Coastal,Silt,Groundwater,22.2,Sugarcane,Sugarcane
Monsoon,Hilly,Sandy,Groundwater,26.2,Cotton,Soybean
Monsoon,Plain,Loam,Groundwater,13.4,Rice,Rice
Monsoon,Coastal,Loam,Rainfed,18.7,Cotton,Rice
Summer,Plain,Clay,Rainfed,34.6,Wheat,Rice
Winter,Plain,Silt,Groundwater,45.8,Cotton,Pea
Winter,Hilly,Loam,Groundwater,8.7,Cotton,Wheat
Summer,Coastal,Silt,Groundwater,3.3,Corn,Sugarcane
Monsoon,Coastal,Clay,Groundwater,20.9,Soybean,Paddy
Monsoon,Hilly,Loam,Irrigated,39.5,Wheat,Rice
Summer,Hilly,Clay,Rainfed,27.6,Soybean,Rice
Winter,Plain,Loam,Rainfed,25.6,Sugarcane,Wheat
Summer,Coastal,Loam,Groundwater,28.0,Soybean,Maize
Monsoon,Plain,Sandy,Irrigated,33.8,Wheat,Soybean
Summer,Plain,Silt,Irrigated,21.1,Soybean,Sugarcane
Summer,Hilly,Sandy,Irrigated,18.2,Corn,Cotton
Monsoon,Hilly,Sandy,Groundwater,37.0,Cotton,Soybean
Winter,Plain,Clay,Rainfed,14.3,Soybean,Mustard
Winter,Hilly,Silt,Rainfed,32.6,Wheat,Pea
Summer,Plain,Loam,Groundwater,9.5,Corn,Maize
Summer,Plain,Clay,Groundwater,21.5,Sugarcane,Rice
Monsoon,Hilly,Sandy,Groundwater,18.4,Soybean,Soybean
Summer,Coastal,Loam,Rainfed,2.6,Soybean,Maize
Monsoon,Coastal,Sandy,Groundwater,45.5,Sugarcane,Soybean
Summer,Plain,Sandy,Groundwater,28.4,Rice,Cotton
Winter,Hilly,Sandy,Groundwater,47.5,Rice,Barley
Summer,Hilly,Clay,Irrigated,40.9,Sugarcane,Rice
Winter,Hilly,Clay,Rainfed,27.8,Cotton,Mustard
Winter,Plain,Silt,Rainfed,15.2,Soybean,Pea
Winter,Coastal,Loam,Groundwater,22.3,Rice,Wheat
Monsoon,Hilly,Loam,Rainfed,4.5,Wheat,Rice
Monsoon,Coastal,Loam,Groundwater,34.3,Wheat,Rice
Monsoon,Plain,Sandy,Rainfed,26.0,Sugarcane,Soybean
Summer,Plain,Clay,Irrigated,37.5,Rice,Rice
Monsoon,Coastal,Loam,Groundwater,22.9,Corn,Rice
Summer,Plain,Sandy,Groundwater,26.9,Rice,Cotton
Summer,Plain,Clay,Irrigated,38.5,Sugarcane,Rice
Summer,Plain,Silt,Groundwater,9.6,Rice,Sugarcane
Summer,Hilly,Sandy,Irrigated,16.5,Cotton,Cotton
Summer,Coastal,Silt,Groundwater,20.9,Wheat,Sugarcane
Monsoon,Hilly,Sandy,Groundwater,12.5,Rice,Soybean
Winter,Plain,Clay,Groundwater,18.0,Cotton,Mustard
Summer,Coastal,Loam,Irrigated,27.7,Corn,Maize
Monsoon,Plain,Clay,Irrigated,42.8,Sugarcane,Paddy
Winter,Hilly,Clay,Irrigated,13.4,Cotton,Mustard
Winter,Coastal,Sandy,Groundwater,31.5,Rice,Barley
Summer,Hilly,Clay,Rainfed,42.3,Rice,Rice
Winter,Plain,Loam,Groundwater,33.5,Soybean,Wheat
Monsoon,Plain,Clay,Rainfed,9.1,Wheat,Paddy
Winter,Coastal,Loam,Rainfed,15.9,Soybean,Wheat
Monsoon,Hilly,Loam,Rainfed,40.9,Rice,Rice
Summer,Coastal,Silt,Groundwater,42.9,Rice,Sugarcane
Winter,Coastal,Sandy,Rainfed,9.7,Rice,Barley
Summer,Hilly,Sandy,Groundwater,13.0,Corn,Cotton
Monsoon,Coastal,Silt,Groundwater,7.4,Corn,Groundnut
Winter,Plain,Loam,Rainfed,29.0,Sugarcane,Wheat
Summer,Plain,Silt,Irrigated,46.9,Corn,Sugarcane
Summer,Coastal,Sandy,Rainfed,20.5,Wheat,Cotton
Summer,Hilly,Loam,Rainfed,18.0,Corn,Maize
Monsoon,Hilly,Loam,Rainfed,7.3,Corn,Rice
Winter,Coastal,Silt,Irrigated,46.5,Soybean,Pea
Monsoon,Hilly,Loam,Rainfed,1.6,Cotton,Rice
Summer,Hilly,Clay,Rainfed,49.7,Wheat,Rice
Winter,Plain,Silt,Irrigated,28.4,Cotton,Pea
Summer,Hilly,Loam,Rainfed,24.0,Wheat,Maize
Summer,Plain,Sandy,Irrigated,29.2,Soybean,Cotton
Monsoon,Plain,Loam,Groundwater,6.7,Corn,Rice
Winter,Coastal,Silt,Irrigated,35.5,Cotton,Pea
Monsoon,Hilly,Silt,Groundwater,11.1,Corn,Groundnut
Monsoon,Coastal,Silt,Groundwater,7.2,Rice,Groundnut
Monsoon,Hilly,Silt,Irrigated,27.9,Cotton,Groundnut
Monsoon,Plain,Silt,Rainfed,45.6,Soybean,Groundnut
Monsoon,Plain,Loam,Groundwater,39.5,Wheat,Rice
Summer,Plain,Loam,Irrigated,18.5,Sugarcane,Maize
Monsoon,Coastal,Clay,Groundwater,34.8,Rice,Paddy
Summer,Plain,Loam,Groundwater,2.5,Sugarcane,Maize
Summer,Coastal,Loam,Rainfed,33.9,Wheat,Maize
Winter,Coastal,Clay,Irrigated,10.9,Rice,Mustard
Monsoon,Plain,Silt,Groundwater,13.7,Soybean,Groundnut
Summer,Plain,Sandy,Rainfed,9.5,Wheat,Cotton
Winter,Hilly,Sandy,Groundwater,10.3,Soybean,Barley
Monsoon,Coastal,Clay,Groundwater,49.3,Wheat,Paddy
Winter,Hilly,Clay,Rainfed,47.6,Corn,Mustard
Summer,Hilly,Loam,Groundwater,41.7,Rice,Maize
Summer,Hilly,Clay,Groundwater,10.4,Soybean,Rice
Winter,Coastal,Silt,Groundwater,9.1,Corn,Pea
Summer,Coastal,Sandy,Groundwater,47.6,Soybean,Cotton
Monsoon,Coastal,Loam,Irrigated,29.4,Rice,Rice
Summer,Plain,Loam,Irrigated,17.8,Sugarcane,Maize
Summer,Coastal,Sandy,Rainfed,27.8,Cotton,Cotton
Monsoon,Coastal,Loam,Rainfed,28.0,Corn,Rice
Winter,Plain,Clay,Rainfed,2.7,Sugarcane,Mustard
Winter,Plain,Sandy,Rainfed,45.6,Wheat,Barley
Monsoon,Hilly,Sandy,Rainfed,39.4,Rice,Soybean
Monsoon,Coastal,Sandy,Groundwater,1.4,Corn,Soybean
Monsoon,Plain,Silt,Rainfed,34.6,Soybean,Groundnut
Monsoon,Coastal,Clay,Rainfed,21.8,Soybean,Paddy
Monsoon,Plain,Sandy,Rainfed,30.5,Wheat,Soybean
Winter,Coastal,Clay,Irrigated,16.8,Corn,Mustard
Summer,Hilly,Loam,Irrigated,22.0,Cotton,Maize
Summer,Hilly,Silt,Irrigated,17.2,Cotton,Sugarcane
Summer,Plain,Sandy,Groundwater,34.7,Soybean,Cotton
Summer,Hilly,Silt,Irrigated,5.8,Cotton,Sugarcane
Summer,Coastal,Sandy,Irrigated,16.7,Wheat,Cotton
Monsoon,Hilly,Sandy,Rainfed,32.9,Cotton,Soybean
Summer,Hilly,Loam,Groundwater,37.1,Cotton,Maize
Summer,Coastal,Clay,Irrigated,35.7,Rice,Rice
Monsoon,Coastal,Silt,Groundwater,20.6,Rice,Groundnut
Monsoon,Plain,Clay,Groundwater,8.9,Sugarcane,Paddy
Winter,Plain,Loam,Rainfed,36.7,Wheat,Wheat
Summer,Plain,Clay,Groundwater,32.3,Rice,Rice
Winter,Plain,Silt,Rainfed,19.5,Cotton,Pea
Winter,Plain,Clay,Irrigated,1.6,Sugarcane,Mustard
Monsoon,Coastal,Sandy,Groundwater,3.7,Rice,Soybean
Summer,Hilly,Loam,Groundwater,8.0,Rice,Maize
Summer,Coastal,Loam,Irrigated,16.8,Sugarcane,Maize
Monsoon,Plain,Silt,Groundwater,30.6,Rice,Groundnut
Monsoon,Plain,Loam,Irrigated,23.0,Wheat,Rice
